original_sentence,processed_sentence,target,top1_prediction,top3_predictions
"你 说 你 一 <CL> <h>月</h> 给 我 打 了 多少 电话 , 你 的 话费 就 多少 可是 从今以后 你 的 手机 再 也 不 会 有 拨 出去 的 号码 , 我 的 手机 再 也 不 会 有 你 的 已 接来 电","你 说 你 一 [MASK] 月 给 我 打 了 多少 电话 , 你 的 话费 就 多少 可是 从今以后 你 的 手机 再 也 不 会 有 拨 出去 的 号码 , 我 的 手机 再 也 不 会 有 你 的 已 接来 电",个,个,"个, 次, 分"
"一 <CL> <h>眼神</h> 足以 表达 一切 , 还是 你们 豆豆 懂 你 啊 !","一 [MASK] 眼神 足以 表达 一切 , 还是 你们 豆豆 懂 你 啊 !",个,个,"个, 双, 张"
"艾丽 公主 奥兰 <CL> 毛呢 <h>大衣</h> 2011 新 款 冬装 外套 风衣 女装 服饰 22800 元 热销 中 , 别 错过 哦","艾丽 公主 奥兰 [MASK] 毛呢 大衣 2011 新 款 冬装 外套 风衣 女装 服饰 22800 元 热销 中 , 别 错过 哦",朵,朵,"朵, 发, 丝"
"我 参与 了 发起 的 投票 2011 年 360 公司 我 最 喜欢 的 年会 节目 微 评选 , 我 投给 了 2360 军情 解密 这 1 <CL> <h>选项</h> 。","我 参与 了 发起 的 投票 2011 年 360 公司 我 最 喜欢 的 年会 节目 微 评选 , 我 投给 了 2360 军情 解密 这 1 [MASK] 选项 。",个,个,"个, 项, 组"
却 又 开始 惴惴不安 的 怕 被 谁 截去 一 <CL> <h>天荒地老</h> 。,却 又 开始 惴惴不安 的 怕 被 谁 截去 一 [MASK] 天荒地老 。,个,个,"个, 样, 次"
"都 射 了 6 <CL> 了 , 这个 女 的 还 要 http t cn z0gw3vv 我 的 娜塔莎 爱情 公寓 Hello 小姐 大卫王 与 贵妃 军情 解码 天天 向上 杀 虎口 客服 很 忙 假如 爱 有 天意 乌托邦 办公室 狐步 谍影 禁止 的 游戏 历史 的 进程兔 宝宝 超级 巨星 青 <h>木瓜</h> 之 味 戒烟 不 戒酒","都 射 了 6 [MASK] 了 , 这个 女 的 还 要 http t cn z0gw3vv 我 的 娜塔莎 爱情 公寓 Hello 小姐 大卫王 与 贵妃 军情 解码 天天 向上 杀 虎口 客服 很 忙 假如 爱 有 天意 乌托邦 办公室 狐步 谍影 禁止 的 游戏 历史 的 进程兔 宝宝 超级 巨星 青 木瓜 之 味 戒烟 不 戒酒",次,次,"次, 个, 点"
扫盲 <CL> 2011 之 <h>微博</h> 十 大 热门 段子,扫盲 [MASK] 2011 之 微博 十 大 热门 段子,帖,行,"行, 节, 通"
20111223 一 生 一 <CL> <h>合家欢</h> 之 东 成西 就 2012 陈翔 比武 招亲 摄 by 土土 分享 自,20111223 一 生 一 [MASK] 合家欢 之 东 成西 就 2012 陈翔 比武 招亲 摄 by 土土 分享 自,世,世,"世, 次, 个"
我 不 想 三 四 <CL> <h>月</h> 都 无 球 可 打 。,我 不 想 三 四 [MASK] 月 都 无 球 可 打 。,个,个,"个, 把, 季"
"雪域 天晴郎 , 腊梅 处处 香 , 吃 完 烤鱼 , 买 <CL> <h>腊梅</h> 回家 去","雪域 天晴郎 , 腊梅 处处 香 , 吃 完 烤鱼 , 买 [MASK] 腊梅 回家 去",束,个,"个, 点, 些"
又 是 一 <CL> <h>下雨天</h>,又 是 一 [MASK] 下雨天,个,个,"个, 场, 次"
半夜拉 肚 纸 真 不 是 <CL> 好 <h>事</h> 接着 睡 了,半夜拉 肚 纸 真 不 是 [MASK] 好 事 接着 睡 了,件,件,"件, 个, 种"
这 2 天 每 天 做 梦 都 在 锻炼 麻痹 昨天 梦到 和 沃伦 一 <CL> 练手 <h>臂</h> 难道 真 是 我 太 寂寞 了,这 2 天 每 天 做 梦 都 在 锻炼 麻痹 昨天 梦到 和 沃伦 一 [MASK] 练手 臂 难道 真 是 我 太 寂寞 了,起,起,"起, 样, 块"
终於 都 解放 了 呢 妈咪 你 快 <CL> <h>来呀</h>,终於 都 解放 了 呢 妈咪 你 快 [MASK] 来呀,滴,回,"回, 起, 点"
漂亮 女 老师 惨遭 凌辱 http t cn z0gzl3B 小鹿斑比 万 有 引力 画壁 单身 女王 英雄 梦幻曲 七十二 <CL> <h>租客</h> 粤语 版 铁石心肠 我 的 野蛮 女友 2 夜 店 告密者 新 电影 传奇 特工 008 拆弹 部队 武林 外传 香奈儿 的 秘密 情史 恋人 絮语 老马家 的 幸福 往事 花木兰 铁面 歌女,漂亮 女 老师 惨遭 凌辱 http t cn z0gzl3B 小鹿斑比 万 有 引力 画壁 单身 女王 英雄 梦幻曲 七十二 [MASK] 租客 粤语 版 铁石心肠 我 的 野蛮 女友 2 夜 店 告密者 新 电影 传奇 特工 008 拆弹 部队 武林 外传 香奈儿 的 秘密 情史 恋人 絮语 老马家 的 幸福 往事 花木兰 铁面 歌女,家,号,"号, 条, 个"
"送 一 大 <CL> 白 <h>玫瑰</h> 虽然 浪漫 , 但 让 我 觉得 有点 奢侈 啊 !","送 一 大 [MASK] 白 玫瑰 虽然 浪漫 , 但 让 我 觉得 有点 奢侈 啊 !",束,朵,"朵, 把, 束"
"读书 时 , 以前 那 <CL> 中午 午睡 晚上 早睡 早上 六点半 <h>到</h> 校 的 我 到 之后 每 天 早上 七 点 起来 经常 差点 迟到 的 我 。","读书 时 , 以前 那 [MASK] 中午 午睡 晚上 早睡 早上 六点半 到 校 的 我 到 之后 每 天 早上 七 点 起来 经常 差点 迟到 的 我 。",个,个,"个, 种, 样"
"几 <CL> <h>知道</h> 女儿 爱 自己 的话 , 爸爸 抱 着 我 , 他 哭 我 哭 妈妈 哭 小姨 哭 。","几 [MASK] 知道 女儿 爱 自己 的话 , 爸爸 抱 着 我 , 他 哭 我 哭 妈妈 哭 小姨 哭 。",句,次,"次, 点, 个"
天翼 快讯 1 铁道部 启动 新 一 <CL> 客票 <h>系统</h> 规划 及 设计 。,天翼 快讯 1 铁道部 启动 新 一 [MASK] 客票 系统 规划 及 设计 。,代,代,"代, 轮, 波"
"这个 新年 似乎 还 没 玩够 睡够 就 匆匆 要 打包 行李 了 , 带 着 一 <CL> 的 <h>不舍</h>","这个 新年 似乎 还 没 玩够 睡够 就 匆匆 要 打包 行李 了 , 带 着 一 [MASK] 的 不舍",肚子,脸,"脸, 丝, 点"
限制级 为 4 <CL> 的 <h>大片</h> http t cn z0eom40 盘 龙 卧虎 高 山顶 暗香 内线 上 错 花轿 嫁对郎 小兵 张嘎 鲜花 朵朵 女 神捕 聚宝盆 还 珠 格格 2 欢喜 婆婆俏 媳妇 沧海 蜗居 浙版 西游记 永 不 瞑目 铁 梨花 大 境门 说好 不 分手 杨光 的 快乐 生活 3 命运 兵峰 聊斋 3 黑 冰,限制级 为 4 [MASK] 的 大片 http t cn z0eom40 盘 龙 卧虎 高 山顶 暗香 内线 上 错 花轿 嫁对郎 小兵 张嘎 鲜花 朵朵 女 神捕 聚宝盆 还 珠 格格 2 欢喜 婆婆俏 媳妇 沧海 蜗居 浙版 西游记 永 不 瞑目 铁 梨花 大 境门 说好 不 分手 杨光 的 快乐 生活 3 命运 兵峰 聊斋 3 黑 冰,级,张,"张, 级, 位"
社会 逼迫 我 要 带 一 <CL> 面具 天使 <h>香烟</h>,社会 逼迫 我 要 带 一 [MASK] 面具 天使 香烟,层,副,"副, 个, 件"
"不 难 发现 , 我 每 <CL> <h>博文</h> 包括 转发 都 是 有 目的 的 。","不 难 发现 , 我 每 [MASK] 博文 包括 转发 都 是 有 目的 的 。",篇,篇,"篇, 次, 个"
"生命 是 一 <CL> <h>过程</h> , 可悲 的 是 它 不 能 重来 , 可喜 的 是 它 不 需要 重来 。","生命 是 一 [MASK] 过程 , 可悲 的 是 它 不 能 重来 , 可喜 的 是 它 不 需要 重来 。",个,个,"个, 种, 段"
接 下来 发 一 <CL> 80 年代 <h>徐家汇</h> 的 照片,接 下来 发 一 [MASK] 80 年代 徐家汇 的 照片,组,张,"张, 组, 些"
"新年 到来 , 我 也 结束 了 一 <CL> <h>感情</h> , 希望 新 的 一 年 有 新 懈逅","新年 到来 , 我 也 结束 了 一 [MASK] 感情 , 希望 新 的 一 年 有 新 懈逅",段,段,"段, 些, 份"
"山西 静乐 县委 书记 因 女儿 吃空饷 5 年 被 免职 太原 1 月 15 日 电 因 <h>父亲</h> 是 地方 官员 , 竟 让 读书 的 女儿 吃 财政 空饷 长 达 5 年 , 1 月 15 日 , 这 <CL> 身为 县委 书记 的 父亲 因此 被 免职 。","山西 静乐 县委 书记 因 女儿 吃空饷 5 年 被 免职 太原 1 月 15 日 电 因 父亲 是 地方 官员 , 竟 让 读书 的 女儿 吃 财政 空饷 长 达 5 年 , 1 月 15 日 , 这 [MASK] 身为 县委 书记 的 父亲 因此 被 免职 。",位,遭,"遭, 把, 对"
"分享 我 的 POCO 作品 福布斯 寰球 价码 最高 10 <CL> <h>名模</h> , 快来 看 呀","分享 我 的 POCO 作品 福布斯 寰球 价码 最高 10 [MASK] 名模 , 快来 看 呀",位,位,"位, 名, 个"
"就算 这 牌子 没 怎么 见 过 , 看 这 <CL> <h>nokia</h> , 国内 要 卖 800 人民币 左右 。","就算 这 牌子 没 怎么 见 过 , 看 这 [MASK] nokia , 国内 要 卖 800 人民币 左右 。",款,个,"个, 款, 台"
"纵使 你 有 千 <CL> 的 <h>苦</h> , 那 有 能 表明 你 有 多 在乎 ?","纵使 你 有 千 [MASK] 的 苦 , 那 有 能 表明 你 有 多 在乎 ?",番,世,"世, 般, 次"
"宁 士高 跳 过 警卫 的 尸体 大 叫 道 , 这时 前面 传来 三 <CL> <h>枪</h> 响 。","宁 士高 跳 过 警卫 的 尸体 大 叫 道 , 这时 前面 传来 三 [MASK] 枪 响 。",声,声,"声, 个, 道"
睡 了 五 <CL> <h>小时</h> 又 爬 起来 了,睡 了 五 [MASK] 小时 又 爬 起来 了,个,个,"个, 点, 分"
昨天 做 了 <CL> <h>梦梦</h> 到 我 放弃 了,昨天 做 了 [MASK] 梦梦 到 我 放弃 了,个,个,"个, 些, 点"
"周末 就 是 福利哇 , 难得 我 又 睡 了 <CL> 好 <h>觉</h> , 虽然 内心 的 矛盾 并 未 消散 , 但 我 真 的 真的 快乐 轻松 了 不少 。","周末 就 是 福利哇 , 难得 我 又 睡 了 [MASK] 好 觉 , 虽然 内心 的 矛盾 并 未 消散 , 但 我 真 的 真的 快乐 轻松 了 不少 。",个,个,"个, 张, 次"
你 舍得 起身 未 打佐 6 <CL> <h>电话俾</h> 你 啦,你 舍得 起身 未 打佐 6 [MASK] 电话俾 你 啦,个,个,"个, 通, 次"
"十九 <CL> 的 <h>孩纸</h> 今天 你们 英语 课 怎样 啊 因为 生病 关机 了 , 碰巧 英语 老师 有 事 回家 , 她 的 交待 短信 我 木 有 收到 , 啊 希望 课 过 得 还 可以 吧 对 不 起 了","十九 [MASK] 的 孩纸 今天 你们 英语 课 怎样 啊 因为 生病 关机 了 , 碰巧 英语 老师 有 事 回家 , 她 的 交待 短信 我 木 有 收到 , 啊 希望 课 过 得 还 可以 吧 对 不 起 了",班,班,"班, 点, 分"
"2012 年 春节 期间 , 我 来到 了 一 <CL> 山里 <h>乡村</h> 2012127 乡村 生活 体验 中 !","2012 年 春节 期间 , 我 来到 了 一 [MASK] 山里 乡村 2012127 乡村 生活 体验 中 !",个,个,"个, 座, 家"
"送 祝福 喜 迎 新春 转发 得 小 米 F <CL> <h>祝福</h> 所有 米粉 龙年 大吉 学业 节节 高升 , 爱情 甜甜蜜蜜 , 事业 顺顺 利利 , 家庭 美美 满满","送 祝福 喜 迎 新春 转发 得 小 米 F [MASK] 祝福 所有 米粉 龙年 大吉 学业 节节 高升 , 爱情 甜甜蜜蜜 , 事业 顺顺 利利 , 家庭 美美 满满",码,发,"发, 只, 帖"
真 是 一 <CL> 有 阳光 的 温暖 <h>假日</h> !,真 是 一 [MASK] 有 阳光 的 温暖 假日 !,个,个,"个, 次, 段"
"如果 电影 都 需要 有 一 <CL> <h>主题</h> 的话 , 金陵 十三钗 的 主题 必须 是 救赎 。","如果 电影 都 需要 有 一 [MASK] 主题 的话 , 金陵 十三钗 的 主题 必须 是 救赎 。",个,个,"个, 些, 种"
"我 参与 了 发起 的 投票 乐排网 TOP 看 音乐 第 27 期 , 我 投给 了 陈楚生 爱情 是否 依然 这 1 <CL> <h>选项</h> 。","我 参与 了 发起 的 投票 乐排网 TOP 看 音乐 第 27 期 , 我 投给 了 陈楚生 爱情 是否 依然 这 1 [MASK] 选项 。",个,个,"个, 项, 条"
"打扫 卫生 洗衣 做饭 虽然 累 , 可 这 <CL> <h>家</h> 的 感觉 好 幸福 !","打扫 卫生 洗衣 做饭 虽然 累 , 可 这 [MASK] 家 的 感觉 好 幸福 !",种,个,"个, 样, 回"
粤语 歌 真 难学 虽然 好听 但 这 到底 是 哪 <CL> <h>发明</h> 的 语种 我 学得 快 疯 了 !,粤语 歌 真 难学 虽然 好听 但 这 到底 是 哪 [MASK] 发明 的 语种 我 学得 快 疯 了 !,个,个,"个, 种, 家"
"经过 13 <CL> <h>小时</h> 的 奔波 , 终于 到 我 家 的 小 县城 了","经过 13 [MASK] 小时 的 奔波 , 终于 到 我 家 的 小 县城 了",个,个,"个, 点, 次"
"撑 麦王 争霸 , 下 <CL> 我 <h>要</h> 参加","撑 麦王 争霸 , 下 [MASK] 我 要 参加",次,次,"次, 面, 场"
两 <CL> <h>小孩</h> 在 洗澡 挨 我 偷拍 一直 喊 冷,两 [MASK] 小孩 在 洗澡 挨 我 偷拍 一直 喊 冷,个,个,"个, 位, 只"
"小 朋友们 玩 的 也 欢乐 , 代币 是 一 人 二十 <CL> <h>瓜子</h>","小 朋友们 玩 的 也 欢乐 , 代币 是 一 人 二十 [MASK] 瓜子",个,个,"个, 颗, 块"
公司 吃 团圆饭 抽 中 三 <CL> <h>奖</h> !,公司 吃 团圆饭 抽 中 三 [MASK] 奖 !,等,等,"等, 个, 次"
"一 生 中 的 7 <CL> <h>点</h> 1 应当 多 一点 善心 , 少 一点 心眼 。","一 生 中 的 7 [MASK] 点 1 应当 多 一点 善心 , 少 一点 心眼 。",个,个,"个, 点, 句"
有 时候 自己 就 会 想 这样 的 生活 什么 时候 才 是 <CL> <h>头</h> 啊 ?,有 时候 自己 就 会 想 这样 的 生活 什么 时候 才 是 [MASK] 头 啊 ?,个,回,"回, 顶, 码"
"酷毙 了 视觉 系 米拉乔沃维奇 , 虽然 你 经常 演 生化 危机 , 拍 <CL> 法国 名酒 <h>广告</h> 也 不 必 搞 得 这么 The End Of The World 吧 , 闪电 龙卷风 海啸 地震 冰风暴 , 整 得 跟 代言 2012 似 的 高清 组图","酷毙 了 视觉 系 米拉乔沃维奇 , 虽然 你 经常 演 生化 危机 , 拍 [MASK] 法国 名酒 广告 也 不 必 搞 得 这么 The End Of The World 吧 , 闪电 龙卷风 海啸 地震 冰风暴 , 整 得 跟 代言 2012 似 的 高清 组图",个,个,"个, 部, 台"
"你 地 T 几 乱 , 多谢 感夜仲系街 打包 比 我 <CL> <h>朋友</h>","你 地 T 几 乱 , 多谢 感夜仲系街 打包 比 我 [MASK] 朋友",个,个,"个, 帮, 发"
"明天 是 老爸 生日 , 因为 亲友 太 多 , 我们 决定 去 餐馆 订餐 , 并且 多 点 <CL> <h>素菜</h> , 帮 亲友们 解解 油腻 , 亲友们 都 赞成 这个 提议 , 说 真的 吃 不 动 大","明天 是 老爸 生日 , 因为 亲友 太 多 , 我们 决定 去 餐馆 订餐 , 并且 多 点 [MASK] 素菜 , 帮 亲友们 解解 油腻 , 亲友们 都 赞成 这个 提议 , 说 真的 吃 不 动 大",些,点,"点, 些, 个"
"谢谢 今天 姐夫哥 为 我 唱 的 那 <CL> <h>歌</h> , 听 的 很 心酸 , 爱 你们 ,","谢谢 今天 姐夫哥 为 我 唱 的 那 [MASK] 歌 , 听 的 很 心酸 , 爱 你们 ,",首,首,"首, 些, 段"
"热 热 的 糯米 园子 出锅 了 , 我 和 妈咪 第一 <CL> <h>杰作</h> !","热 热 的 糯米 园子 出锅 了 , 我 和 妈咪 第一 [MASK] 杰作 !",次,个,"个, 件, 次"
"人生 感悟 与 朋友 闲聊 , 他 说 很 想 抽点 时间 多 读 <CL> <h>书</h> , 以 充实 自己 。","人生 感悟 与 朋友 闲聊 , 他 说 很 想 抽点 时间 多 读 [MASK] 书 , 以 充实 自己 。",点,点,"点, 些, 本"
"iphone4s 就 这个 <CL> 为什么 那么 令 人 疯狂 , <h>求</h> 解释","iphone4s 就 这个 [MASK] 为什么 那么 令 人 疯狂 , 求 解释",样,样,"样, 点, 名"
天啊 我们 四 <CL> <h>吃</h> 了 多少 啦 撑死 啦,天啊 我们 四 [MASK] 吃 了 多少 啦 撑死 啦,个,个,"个, 口, 位"
"还 有 几 <CL> <h>小时</h> 我 就 会 回到 你 身边 , 等 着 我","还 有 几 [MASK] 小时 我 就 会 回到 你 身边 , 等 着 我",个,个,"个, 分, 位"
"大年 初一 , 老天爷 给 了 大家 好 天气 , 出 了 大 太阳 , 阳光明媚 今年 会 是 <CL> 好 <h>兆头</h> 噢","大年 初一 , 老天爷 给 了 大家 好 天气 , 出 了 大 太阳 , 阳光明媚 今年 会 是 [MASK] 好 兆头 噢",个,个,"个, 件, 些"
"亚 只 有 沉溺 工作 , 不 让 自己 有 一 <CL> <h>喘息</h> 的 机会 想起 远 。","亚 只 有 沉溺 工作 , 不 让 自己 有 一 [MASK] 喘息 的 机会 想起 远 。",丝,个,"个, 次, 点"
被 两 <CL> <h>男人</h> 的 基情 刷屏 了 !,被 两 [MASK] 男人 的 基情 刷屏 了 !,个,个,"个, 位, 名"
"所谓 光鲜 的 时尚 产业 , 其 生产 过程 是 劳苦 和 一 <CL> 不 <h>苟</h> 的 。","所谓 光鲜 的 时尚 产业 , 其 生产 过程 是 劳苦 和 一 [MASK] 不 苟 的 。",丝,丝,"丝, 点, 个"
"我 真 的 , 好 想 再 用 那 <CL> <h>HP</h> 同 人 的 调调 写 SS , 呵呵 呵呵 呵呵","我 真 的 , 好 想 再 用 那 [MASK] HP 同 人 的 调调 写 SS , 呵呵 呵呵 呵呵",个,种,"种, 个, 样"
传闻 一 <CL> 赣南 <h>机械厂</h> 的 退休 老 工人 把 尸体 的 乳房 和 阴部 割 下 带 回家 。,传闻 一 [MASK] 赣南 机械厂 的 退休 老 工人 把 尸体 的 乳房 和 阴部 割 下 带 回家 。,名,位,"位, 名, 个"
为什么 费翔 不 唱 冬天 一 <CL> <h>火</h> 天 干 物燥 小心 火烛 连 春晚 都 迷信 了,为什么 费翔 不 唱 冬天 一 [MASK] 火 天 干 物燥 小心 火烛 连 春晚 都 迷信 了,把,个,"个, 点, 杯"
只 是 她 需要 碰上 一 <CL> 懂事 的 <h>男人</h> 。,只 是 她 需要 碰上 一 [MASK] 懂事 的 男人 。,个,个,"个, 位, 些"
清純 妹妹 脱衣 苍天 有 泪 双面 女友 喜羊羊 与 灰 太 狼 之 给 快乐 加油 爱 到底 安娜卡列尼娜 一 <CL> 把 你 打到 菜市口 乞者 胆小鬼 疯狂 的 <h>石头</h> 大 汉 天子 单身汉 与 时髦 女郎 闯荡 赤焰 战场 喋血 北平 大 路 之 歌 番茄 姐弟 武林 风 白色 情人节,清純 妹妹 脱衣 苍天 有 泪 双面 女友 喜羊羊 与 灰 太 狼 之 给 快乐 加油 爱 到底 安娜卡列尼娜 一 [MASK] 把 你 打到 菜市口 乞者 胆小鬼 疯狂 的 石头 大 汉 天子 单身汉 与 时髦 女郎 闯荡 赤焰 战场 喋血 北平 大 路 之 歌 番茄 姐弟 武林 风 白色 情人节,拳,个,"个, 路, 起"
早点 休息 明天 初一 新 的 一 年 希望 你 有 一 <CL> 新 的 <h>开始</h>,早点 休息 明天 初一 新 的 一 年 希望 你 有 一 [MASK] 新 的 开始,个,个,"个, 份, 次"
"希望 有 个人 , 在 我 嘴里 说 没事 的 时候 , 看出 我 不 是 真的 没事 有 <CL> <h>人</h> , 在 我 强颜欢笑 的 时候 , 知道 我 不 是 真的 开心","希望 有 个人 , 在 我 嘴里 说 没事 的 时候 , 看出 我 不 是 真的 没事 有 [MASK] 人 , 在 我 强颜欢笑 的 时候 , 知道 我 不 是 真的 开心",个,个,"个, 些, 种"
30 <CL> <h>小时</h> 。,30 [MASK] 小时 。,个,个,"个, 分, 块"
一 <CL> <h>葡萄酒</h> 却 勾 不 起 一点 睡意,一 [MASK] 葡萄酒 却 勾 不 起 一点 睡意,瓶,杯,"杯, 瓶, 口"
"本来 今天 是 不 怎么 开心 的 刚好 碰到 个人 以为 他 可以 下午 陪 我 聊聊天 的 , 谁 知道 那 <CL> <h>家伙</h> 居然 闹 失踪","本来 今天 是 不 怎么 开心 的 刚好 碰到 个人 以为 他 可以 下午 陪 我 聊聊天 的 , 谁 知道 那 [MASK] 家伙 居然 闹 失踪",个,个,"个, 帮, 些"
"谢谢 制作 这 <CL> <h>小片</h> 的 亲 , 因为 太 喜欢 所以 转 了 , 想 让 更 多 的 粉看到 。","谢谢 制作 这 [MASK] 小片 的 亲 , 因为 太 喜欢 所以 转 了 , 想 让 更 多 的 粉看到 。",部,个,"个, 部, 些"
"不 一定 过 着 优雅 豪华 的 生活 , 我 愿意 在 平凡 的 生活 中 寻求 那 <CL> <h>淡然</h> !","不 一定 过 着 优雅 豪华 的 生活 , 我 愿意 在 平凡 的 生活 中 寻求 那 [MASK] 淡然 !",份,份,"份, 种, 些"
"爸 邀 我 和 妈 打牌 , 只 到 现在 结束 , 他 就 没 给 我们 几 <CL> 做庄 的 <h>机会</h> 。","爸 邀 我 和 妈 打牌 , 只 到 现在 结束 , 他 就 没 给 我们 几 [MASK] 做庄 的 机会 。",次,次,"次, 个, 场"
"沈思 博转山 转 水 转 过 庄凝 这 <CL> <h>佛塔</h> , 只 为 遇见 谢端 , 情 若 锦瑟无端 , 长 不过 执念 , 短 不过 善变 , 走完 执念 , 庄凝 的 尽头 便 是 齐 享错 过 你 为 遇见 谁","沈思 博转山 转 水 转 过 庄凝 这 [MASK] 佛塔 , 只 为 遇见 谢端 , 情 若 锦瑟无端 , 长 不过 执念 , 短 不过 善变 , 走完 执念 , 庄凝 的 尽头 便 是 齐 享错 过 你 为 遇见 谁",座,座,"座, 个, 些"
我 还 是 <CL> <h>男人</h> 吗 ?,我 还 是 [MASK] 男人 吗 ?,个,个,"个, 种, 点"
喝喝喝哈搓搓 的 你 是 不 是 <CL> 缺 <h>心</h> 眼 哦,喝喝喝哈搓搓 的 你 是 不 是 [MASK] 缺 心 眼 哦,个,个,"个, 脸, 点"
我 的 世界 跟 你们 不 在 一 <CL> <h>平行线</h> 上 没有 任何 交集,我 的 世界 跟 你们 不 在 一 [MASK] 平行线 上 没有 任何 交集,个,条,"条, 个, 道"
"今天 跟 老妈 两 <CL> <h>人</h> 在 家 , 所以 做 了 牛肉饭 。","今天 跟 老妈 两 [MASK] 人 在 家 , 所以 做 了 牛肉饭 。",个,个,"个, 家, 口"
